,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.connect,timings.send,timings.wait,timings.receive,timings.blocked,timings.ssl,serverIPAddress,comment,time,request.queryString.name,response._error
0,har_a0,2019-12-08T21:09:22.137+02:00,GET,https://www.facebook.com/,HTTP/1.1,482,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1536,33130,,,6,577,0,503,45,0,557,157.240.20.35,,1133,,
1,har_a0,2019-12-08T21:09:22.181+02:00,POST,https://accounts.google.com/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard,HTTP/1.1,464,1,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,1130,45,,,-1,-1,0,157,0,-1,-1,216.58.213.109,,157,value,
2,har_a0,2019-12-08T21:09:22.831+02:00,GET,https://scontent.fsdv1-2.fna.fbcdn.net/v/t39.2365-6/32213527_1720875981299142_7601737152052854784_n.png?_nc_cat=1&_nc_ohc=X5-y2ZdcCikAQmLXqDzFWjxrKZ-A7325ZeZmDdjnBDNxMcm8QsVsULTwQ&_nc_ht=scontent.fsdv1-2.fna&oh=b8ad1eda92e6df4678513036b323e799&oe=5E7AA9E8,HTTP/1.1,624,0,,200,OK,HTTP/1.1,0,image/png,,,504,1436,,,0,140,0,8,0,0,131,62.0.82.18,,149,value,
3,har_a0,2019-12-08T21:09:22.833+02:00,GET,https://scontent.fsdv1-2.fna.fbcdn.net/v/t39.2365-6/32220240_200651090730619_3989834943638274048_n.png?_nc_cat=1&_nc_ohc=GgkpdbGxHmoAQlPM1kKnpmyUuA78b4i-KdpulCPEHJsqDteTdJg2O1CnA&_nc_ht=scontent.fsdv1-2.fna&oh=69405a55cc34cf850aebe8ffa5beef06&oe=5E7A1536,HTTP/1.1,623,0,,200,OK,HTTP/1.1,0,image/png,,,505,2075,,,0,142,0,7,0,0,133,62.0.82.18,,150,value,
4,har_a0,2019-12-08T21:09:22.843+02:00,GET,https://scontent.fsdv1-2.fna.fbcdn.net/v/t39.2365-6/32158113_191365994837162_5605369115159035904_n.png?_nc_cat=1&_nc_ohc=0112fD2bhycAQkUDEgwFWhdnPch9QAT51mqQjnjveY9hpQXWkKj10G0Uw&_nc_ht=scontent.fsdv1-2.fna&oh=44eb407fd08573191808234914e85484&oe=5E89B2B5,HTTP/1.1,623,0,,200,OK,HTTP/1.1,0,image/png,,,504,2133,,,-1,-1,0,8,0,-1,-1,62.0.82.18,,8,value,
5,har_a0,2019-12-08T21:09:22.956+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yC/l/0,cross/F8qX9CenMvG.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,465,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,613,39760,,,7,267,0,69,80,0,197,185.60.216.19,,424,value,
6,har_a0,2019-12-08T21:09:22.958+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yP/l/0,cross/I7MGeYV4AeN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,465,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,612,5466,,,0,271,0,62,0,0,204,185.60.216.19,,333,value,
7,har_a0,2019-12-08T21:09:22.959+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y2/l/0,cross/d1NO03_1zJA.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,465,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,613,15377,,,12,274,0,58,58,0,209,185.60.216.19,,403,value,
8,har_a0,2019-12-08T21:09:22.961+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y4/l/0,cross/pZf38NqrlFs.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,465,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,613,20312,,,2,274,0,60,3,0,215,185.60.216.19,,340,value,
9,har_a0,2019-12-08T21:09:22.964+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yu/l/0,cross/Q_Qtc1cmjHk.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,465,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,612,6953,,,1,276,0,59,0,0,205,185.60.216.19,,337,value,
